id,contact_id,product_id,kajabi_subscription_id,status,amount,currency,billing_cycle,start_date,trial_end_date,cancellation_date,next_billing_date,payment_processor,coupon_code,created_at,updated_at
ac1c7cce-d864-4329-ab8a-3782ffc11e3f,07ebab79-d488-405c-830f-51ec73e9976a,,2185195184,canceled,$484.00,USD,Year,,,,,PayPal,,2025-10-28T21:51:21Z,2025-10-28T21:51:21Z
38a433aa-bcff-4e43-b76c-3ce6c3c8dd2e,ea8e4f73-bfe1-456b-9061-539269d0968e,,2186625553,active,$22.00,USD,Month,,,,,PayPal,,2025-10-28T21:51:21Z,2025-10-28T21:51:21Z
5ae8aeda-b0df-45dc-a5e6-7f9291475fa9,65a59ca9-d357-4e49-a457-2b4d1a86e1ef,,2187495351,canceled,$22.00,USD,Month,,,,,PayPal,,2025-10-28T21:51:21Z,2025-10-28T21:51:21Z
3a11dc83-99d9-4cd0-b6a7-ca0cf7ef04fc,e84ccfed-3c86-4a92-995c-0130f943f88e,,2188881020,canceled,$22.00,USD,Month,,,,,PayPal,,2025-10-28T21:51:21Z,2025-10-28T21:51:21Z
4fc69a99-9186-4882-ae78-be7181fe02a5,45a6c56a-d44c-441f-8ed1-354277a43855,,2188978004,canceled,$22.00,USD,Month,,,,,PayPal,,2025-10-28T21:51:21Z,2025-10-28T21:51:21Z
a9d7ddd1-eb08-4a39-bc49-f1b03daf23f6,09822f20-da64-4a24-a860-909d202a041c,,2190956362,active,$242.00,USD,Year,,,,,PayPal,,2025-10-28T21:51:21Z,2025-10-28T21:51:21Z
26f06c19-7b4d-4ff0-ab50-1fb05850fb04,1eac0cad-04cf-4a1f-b1b2-b87e748bb524,,2192090083,active,$22.00,USD,Month,,,,,PayPal,,2025-10-28T21:51:21Z,2025-10-28T21:51:21Z
3045daa0-f0a4-4dee-91bc-5404af7a9ff8,8df135f7-75ff-4d8b-aa04-7993b69b430c,,2192157781,canceled,$88.00,USD,Month,,,,,PayPal,,2025-10-28T21:51:21Z,2025-10-28T21:51:21Z
4c306083-11eb-4e6d-a019-ff6db53df34b,a8048565-c5a6-460d-8d81-254c605ce080,,2192847989,active,$22.00,USD,Month,,,,,PayPal,,2025-10-28T21:51:21Z,2025-10-28T21:51:21Z
8ca6927a-e04e-4f54-aaee-ce34324a7fee,39c65e5b-0cff-4387-bffe-bd19450fae35,,2193466275,canceled,$22.00,USD,Month,,,,,PayPal,,2025-10-28T21:51:21Z,2025-10-28T21:51:21Z
8845fddd-6397-4044-9ddc-4d15258e607c,6b388558-1fed-4623-aaaf-80d407d2cee8,,2194023945,active,$22.00,USD,Month,,,,,PayPal,,2025-10-28T21:51:21Z,2025-10-28T21:51:21Z
e7c531ff-4186-46b3-ba27-53fa330fdfae,6e3db36c-4d12-43f0-ba52-2ae7b925f3fb,,2194208227,active,$22.00,USD,Month,,,,,PayPal,,2025-10-28T21:51:21Z,2025-10-28T21:51:21Z
38f474b0-9cc7-491a-bb65-feef97311e1a,e2d72643-949f-44cb-86e0-642522c5824d,,2194986380,active,$44.00,USD,Month,,,,,PayPal,,2025-10-28T21:51:21Z,2025-10-28T21:51:21Z
ab0c6307-ed95-4673-b9f0-050fa402c81b,62d9c239-348a-4149-b9f6-c23d68d93a86,,2195183450,canceled,$44.00,USD,Month,,,,,PayPal,,2025-10-28T21:51:21Z,2025-10-28T21:51:21Z
710a0e46-cfdc-4117-8911-41d61134296c,3e8b839a-a4e6-4d82-a831-09880c6170ec,,2195463023,canceled,$22.00,USD,Month,,,,,PayPal,,2025-10-28T21:51:21Z,2025-10-28T21:51:21Z
1dfe51dc-ad3c-47af-8adb-249d8f7da48a,34d1e2b3-f6fd-4cc7-81be-53fbb6f05ac6,,2195597320,active,$22.00,USD,Month,,,,,PayPal,,2025-10-28T21:51:21Z,2025-10-28T21:51:21Z
07a43cf1-0824-401e-aa00-b552c3c3932c,e540dcce-7a8d-4ad6-b559-30eb63b866f7,,2196115090,active,$44.00,USD,Month,,,,,PayPal,,2025-10-28T21:51:21Z,2025-10-28T21:51:21Z
8f4c2689-f38d-4144-b9c7-3245d1cbdc8d,9d9477b8-2d8f-4125-a4e7-45874f6656cc,,2196661906,active,$22.00,USD,Month,,,,,PayPal,,2025-10-28T21:51:21Z,2025-10-28T21:51:21Z
66bf281b-1c7b-40b3-88dd-439e189b762f,84e6f53c-75f1-4ac6-ae2c-6a12944c9776,,2197989075,active,$88.00,USD,Month,,,,,PayPal,,2025-10-28T21:51:21Z,2025-10-28T21:51:21Z
20e97a5d-3d1d-475d-a1a9-eb02904e703b,79a0aaa3-26b4-4526-923c-56410d4ffe62,,2198350992,active,$22.00,USD,Month,,,,,PayPal,,2025-10-28T21:51:21Z,2025-10-28T21:51:21Z
04ebe28f-15d6-4806-95bf-c769b48fb671,621acab9-c1b0-4006-b31b-74de7fed2f6d,,2199165325,active,$88.00,USD,Month,,,,,PayPal,,2025-10-28T21:51:21Z,2025-10-28T21:51:21Z
0581e4f2-8f1b-4223-8507-c9cd1ab8f7b5,1afa2ed8-ba88-4367-8c0b-8d111ff252c2,,2199828534,canceled,$22.00,USD,Month,,,,,PayPal,,2025-10-28T21:51:21Z,2025-10-28T21:51:21Z
90a07fc3-4089-4388-8dca-784cd318d11c,b222516c-8ffb-4c36-9086-2faac756fbb3,,2200093084,canceled,$22.00,USD,Month,,,,,PayPal,,2025-10-28T21:51:21Z,2025-10-28T21:51:21Z
831d1565-b876-48db-9c51-d98ece5ef24f,6636e41a-5248-4077-96f7-4201e7df726c,,2200367706,active,$242.00,USD,Year,,,,,PayPal,,2025-10-28T21:51:21Z,2025-10-28T21:51:21Z
